,totalRooms,amount,zipcode,zindex,street,longitude,bathrooms,useCode,latitude,finishedSqFt,link,state,city,FIPScounty,lotSizeSqFt
0,,,11360.0,853400.0,28th Ave,-73.78755,1.0,MultiFamily5Plus,40.77312,,https://www.zillow.com/homedetails/28th-Ave-Bayside-NY-11360/2086056631_zpid/,NY,Bayside,,
1,,365828.0,11360.0,853400.0,28th Ave,-73.78755,,Townhouse,40.77312,,https://www.zillow.com/homedetails/28th-Ave-Flushing-NY-11360/2086048376_zpid/,NY,Flushing,,
2,,,11360.0,853400.0,28th Ave,-73.77423,,SingleFamily,40.77557,4410.0,https://www.zillow.com/homedetails/28th-Ave-Flushing-NY-11360/249417099_zpid/,NY,Flushing,36081.0,6724.0
3,,,11217.0,926500.0,321 Schermerhorn St,-73.981469,,VacantResidentialLand,40.687432,1475.0,https://www.zillow.com/homedetails/321-Schermerhorn-St-Brooklyn-NY-11217/30566322_zpid/,NY,Brooklyn,36047.0,938.0
4,,1197267.0,11217.0,926500.0,370 Schermerhorn St,-73.98002,,Unknown,40.68664,,https://www.zillow.com/homedetails/370-Schermerhorn-St-Brooklyn-NY-11217/2101048581_zpid/,NY,Brooklyn,,
5,,722388.0,11217.0,926500.0,360 Schermerhorn St,-73.980233,,Townhouse,40.686633,,https://www.zillow.com/homedetails/360-Schermerhorn-St-Brooklyn-NY-11217/2123588027_zpid/,NY,Brooklyn,,
6,,1224303.0,11217.0,926500.0,300 Schermerhorn St,-73.982637,,Unknown,40.687415,,https://www.zillow.com/homedetails/300-Schermerhorn-St-Brooklyn-NY-11217/2129309767_zpid/,NY,Brooklyn,,
7,,1421679.0,11217.0,1234400.0,319 Schermerhorn St #16B,-73.9792,3.0,Condominium,40.6828,1208.0,https://www.zillow.com/homedetails/319-Schermerhorn-St-16B-Brooklyn-NY-11217/2090293298_zpid/,NY,Brooklyn,,
8,4.0,1555592.0,11217.0,926500.0,319 Schermerhorn St # 19B,-73.981498,2.5,Condominium,40.6875,1219.0,https://www.zillow.com/homedetails/319-Schermerhorn-St-19B-Brooklyn-NY-11217/2091190648_zpid/,NY,Brooklyn,,
9,4.0,1217614.0,11217.0,926500.0,319 Schermerhorn St # 14C,-73.981498,2.0,Condominium,40.6875,865.0,https://www.zillow.com/homedetails/319-Schermerhorn-St-14C-Brooklyn-NY-11217/2093342718_zpid/,NY,Brooklyn,,
10,4.0,1217517.0,11217.0,926500.0,319 Schermerhorn St # 13C,-73.981498,2.0,Condominium,40.6875,865.0,https://www.zillow.com/homedetails/319-Schermerhorn-St-13C-Brooklyn-NY-11217/2093342719_zpid/,NY,Brooklyn,,
11,3.0,764630.0,11217.0,926500.0,319 Schermerhorn St # 8C,-73.981498,1.0,Condominium,40.6875,632.0,https://www.zillow.com/homedetails/319-Schermerhorn-St-8C-Brooklyn-NY-11217/2093342739_zpid/,NY,Brooklyn,,
12,3.0,766756.0,11217.0,926500.0,319 Schermerhorn St # 9C,-73.981498,1.0,Condominium,40.6875,632.0,https://www.zillow.com/homedetails/319-Schermerhorn-St-9C-Brooklyn-NY-11217/2093658838_zpid/,NY,Brooklyn,,
13,,1196802.0,11217.0,926500.0,323 Schermerhorn St # 1E,-73.981407,,Unknown,40.687408,,https://www.zillow.com/homedetails/323-Schermerhorn-St-1E-Brooklyn-NY-11217/2096331286_zpid/,NY,Brooklyn,,
14,,1224303.0,11217.0,926500.0,300 Schermerhorn St # 0,-73.982637,,Unknown,40.687415,,https://www.zillow.com/homedetails/300-Schermerhorn-St-0-Brooklyn-NY-11217/2096672991_zpid/,NY,Brooklyn,,
15,,1196813.0,11217.0,926500.0,323 Schermerhorn St # B,-73.98141,,Unknown,40.68739,,https://www.zillow.com/homedetails/323-Schermerhorn-St-B-Brooklyn-NY-11217/2100689768_zpid/,NY,Brooklyn,,
16,,667758.0,11217.0,926500.0,333 Schermerhorn St APT 29C,-73.981039,1.0,MultiFamily2To4,40.687217,,https://www.zillow.com/homedetails/333-Schermerhorn-St-APT-29C-Brooklyn-NY-11217/2085172085_zpid/,NY,Brooklyn,,
17,,659242.0,11217.0,926500.0,333 Schermerhorn St PH 50C,-73.981039,1.0,MultiFamily2To4,40.687217,,https://www.zillow.com/homedetails/333-Schermerhorn-St-PH-50C-Brooklyn-NY-11217/2089307149_zpid/,NY,Brooklyn,,
18,5.0,2513972.0,11217.0,926500.0,319 Schermerhorn St APT 21A,-73.981498,4.0,Condominium,40.6875,2150.0,https://www.zillow.com/homedetails/319-Schermerhorn-St-APT-21A-Brooklyn-NY-11217/2088766963_zpid/,NY,Brooklyn,,
19,4.0,1366780.0,11217.0,926500.0,319 Schermerhorn St APT 6D,-73.981498,2.0,Condominium,40.6875,1115.0,https://www.zillow.com/homedetails/319-Schermerhorn-St-APT-6D-Brooklyn-NY-11217/2086469895_zpid/,NY,Brooklyn,,
20,,1218223.0,11217.0,926500.0,333 Schermerhorn St PH 54E,-73.981039,2.0,MultiFamily2To4,40.687217,,https://www.zillow.com/homedetails/333-Schermerhorn-St-PH-54E-Brooklyn-NY-11217/2085477769_zpid/,NY,Brooklyn,,
21,,510039.0,11217.0,926500.0,333 Schermerhorn St APT 33J,-73.981039,1.0,MultiFamily2To4,40.687217,,https://www.zillow.com/homedetails/333-Schermerhorn-St-APT-33J-Brooklyn-NY-11217/2086668748_zpid/,NY,Brooklyn,,
22,5.0,1850265.0,11217.0,926500.0,319 Schermerhorn St APT 17A,-73.981498,2.0,Condominium,40.6875,1607.0,https://www.zillow.com/homedetails/319-Schermerhorn-St-APT-17A-Brooklyn-NY-11217/2086348864_zpid/,NY,Brooklyn,,
23,4.0,1450624.0,11217.0,926500.0,319 Schermerhorn St APT 18B,-73.981498,2.0,Condominium,40.6875,1206.0,https://www.zillow.com/homedetails/319-Schermerhorn-St-APT-18B-Brooklyn-NY-11217/2086348863_zpid/,NY,Brooklyn,,
24,4.0,1422718.0,11217.0,926500.0,319 Schermerhorn St APT 10D,-73.981498,2.0,Condominium,40.6875,1115.0,https://www.zillow.com/homedetails/319-Schermerhorn-St-APT-10D-Brooklyn-NY-11217/2086745114_zpid/,NY,Brooklyn,,
25,,659381.0,11217.0,926500.0,333 Schermerhorn St APT 45M,-73.981039,1.0,MultiFamily2To4,40.687217,,https://www.zillow.com/homedetails/333-Schermerhorn-St-APT-45M-Brooklyn-NY-11217/2085582033_zpid/,NY,Brooklyn,,
26,4.0,1395726.0,11217.0,926500.0,319 Schermerhorn St APT 14B,-73.981498,2.0,Condominium,40.6875,1049.0,https://www.zillow.com/homedetails/319-Schermerhorn-St-APT-14B-Brooklyn-NY-11217/2087169212_zpid/,NY,Brooklyn,,
27,4.0,1544499.0,11217.0,926500.0,319 Schermerhorn St APT 18A,-73.981498,3.0,Condominium,40.6875,1244.0,https://www.zillow.com/homedetails/319-Schermerhorn-St-APT-18A-Brooklyn-NY-11217/2087824668_zpid/,NY,Brooklyn,,
28,,309915.0,11415.0,,12510 Queens Blvd,-73.826614,1.0,Cooperative,40.711912,1962.0,https://www.zillow.com/homedetails/12510-Queens-Blvd-Kew-Gardens-NY-11415/31943148_zpid/,NY,Kew Gardens,36081.0,2000.0
29,,308790.0,11415.0,,12430 Queens Blvd,-73.827724,,Cooperative,40.712179,150507.0,https://www.zillow.com/homedetails/12430-Queens-Blvd-Jamaica-NY-11415/32006733_zpid/,NY,Jamaica,36081.0,43200.0
30,2.0,299889.0,11415.0,,12510 Queens Blvd,-73.826614,,SingleFamily,40.711912,616738.0,https://www.zillow.com/homedetails/12510-Queens-Blvd-Jamaica-NY-11415/64908534_zpid/,NY,Jamaica,36081.0,52776.0
31,,,11415.0,,12510 Queens Blvd,-73.826614,1.0,MultiFamily2To4,40.711912,950.0,https://www.zillow.com/homedetails/12510-Queens-Blvd-Jamaica-NY-11415/32006740_zpid/,NY,Jamaica,36081.0,52776.0
32,,,11415.0,,12422 Queens Blvd,-73.827535,,SingleFamily,40.712467,9790.0,https://www.zillow.com/homedetails/12422-Queens-Blvd-Jamaica-NY-11415/143439097_zpid/,NY,Jamaica,36081.0,7700.0
33,,,11415.0,,12418 Queens Blvd,-73.8277,,Apartment,40.7125,95000.0,https://www.zillow.com/homedetails/12418-Queens-Blvd-Kew-Gardens-NY-11415/2098647409_zpid/,NY,Kew Gardens,,
34,,,11415.0,,12040 Queens Blvd,-73.855903,1.0,Apartment,40.727508,,https://www.zillow.com/homedetails/12040-Queens-Blvd-Kew-Gardens-NY-11415/2107532201_zpid/,NY,Kew Gardens,,
35,,341363.0,11415.0,,12520 Queens Blvd,-73.825912,1.0,Condominium,40.712219,,https://www.zillow.com/homedetails/12520-Queens-Blvd-Kew-Gardens-NY-11415/2129065604_zpid/,NY,Kew Gardens,,
36,,232019.0,11415.0,,12430 Queens Blvd # 5S,-73.827724,,Cooperative,40.712179,,https://www.zillow.com/homedetails/12430-Queens-Blvd-5S-Kew-Gardens-NY-11415/83890000_zpid/,NY,Kew Gardens,36081.0,
37,,,11415.0,,12418 Queens Blvd # 1,-73.82739,,SingleFamily,40.71283,9472.0,https://www.zillow.com/homedetails/12418-Queens-Blvd-1-Jamaica-NY-11415/123983269_zpid/,NY,Jamaica,36081.0,
38,,255688.0,11415.0,,12510 Queens Blvd # C2306,-73.826614,,Cooperative,40.711912,419528.0,https://www.zillow.com/homedetails/12510-Queens-Blvd-C2306-Kew-Gardens-NY-11415/245474368_zpid/,NY,Kew Gardens,36081.0,52776.0
39,,,11415.0,,9221 Queens Blvd # 1,-73.830487,2.0,Apartment,40.714104,,https://www.zillow.com/homedetails/9221-Queens-Blvd-1-Jamaica-NY-11415/2095867778_zpid/,NY,Jamaica,,
40,,537591.0,11415.0,,12598 Queens Blvd # 5T,-73.825709,,Unknown,40.71195,,https://www.zillow.com/homedetails/12598-Queens-Blvd-5T-Kew-Gardens-NY-11415/2096725570_zpid/,NY,Kew Gardens,,
41,,230666.0,11415.0,,12510 Queens Blvd # 2611,-73.826614,,Cooperative,40.711912,,https://www.zillow.com/homedetails/12510-Queens-Blvd-2611-Kew-Gardens-NY-11415/2096806253_zpid/,NY,Kew Gardens,,
42,,549289.0,11415.0,,12510 Queens Blvd # 414,-73.826614,1.0,SingleFamily,40.711912,,https://www.zillow.com/homedetails/12510-Queens-Blvd-414-Kew-Gardens-NY-11415/2096929984_zpid/,NY,Kew Gardens,,
43,,281740.0,11415.0,,12510 Queens Blvd # 924,-73.826614,1.0,Cooperative,40.711912,,https://www.zillow.com/homedetails/12510-Queens-Blvd-924-Kew-Gardens-NY-11415/2097109005_zpid/,NY,Kew Gardens,,
44,,239737.0,11415.0,,12510 Queens Blvd # 1019,-73.826614,1.0,Cooperative,40.711912,,https://www.zillow.com/homedetails/12510-Queens-Blvd-1019-Kew-Gardens-NY-11415/2098115498_zpid/,NY,Kew Gardens,,
45,,514162.0,11415.0,,12510 Queens Blvd # 2205,-73.8267,1.0,Cooperative,40.7119,,https://www.zillow.com/homedetails/12510-Queens-Blvd-2205-Kew-Gardens-NY-11415/2099542041_zpid/,NY,Kew Gardens,,
46,,329189.0,11415.0,,12510 Queens Blvd # 1,-73.826698,1.0,Cooperative,40.711898,1100.0,https://www.zillow.com/homedetails/12510-Queens-Blvd-1-Kew-Gardens-NY-11415/2100396048_zpid/,NY,Kew Gardens,,
47,,346149.0,11415.0,,12510 Queens Blvd APT 805,-73.826614,1.0,MultiFamily2To4,40.711912,900.0,https://www.zillow.com/homedetails/12510-Queens-Blvd-APT-805-Kew-Gardens-NY-11415/245457955_zpid/,NY,Kew Gardens,36081.0,52776.0
48,3.0,214251.0,11415.0,,12510 Queens Blvd APT 2011,-73.826614,1.0,Cooperative,40.711912,419528.0,https://www.zillow.com/homedetails/12510-Queens-Blvd-APT-2011-Kew-Gardens-NY-11415/245462904_zpid/,NY,Kew Gardens,36081.0,52776.0
49,3.0,279643.0,11415.0,,12510 Queens Blvd APT 2106,-73.826614,1.0,Cooperative,40.711912,419528.0,https://www.zillow.com/homedetails/12510-Queens-Blvd-APT-2106-Kew-Gardens-NY-11415/245435165_zpid/,NY,Kew Gardens,36081.0,52776.0
50,,255688.0,11415.0,,12510 Queens Blvd APT 1018,-73.826614,,Cooperative,40.711912,419528.0,https://www.zillow.com/homedetails/12510-Queens-Blvd-APT-1018-Kew-Gardens-NY-11415/245416811_zpid/,NY,Kew Gardens,36081.0,52776.0
51,,255688.0,11415.0,,12510 Queens Blvd APT 806,-73.826614,,Cooperative,40.711912,419528.0,https://www.zillow.com/homedetails/12510-Queens-Blvd-APT-806-Kew-Gardens-NY-11415/245359147_zpid/,NY,Kew Gardens,36081.0,52776.0
52,,255688.0,11415.0,,12510 Queens Blvd APT 512,-73.826614,,Cooperative,40.711912,419528.0,https://www.zillow.com/homedetails/12510-Queens-Blvd-APT-512-Kew-Gardens-NY-11415/245359256_zpid/,NY,Kew Gardens,36081.0,52776.0
53,,377726.0,10471.0,,5414 Arlington Ave APT J61,-73.907599,2.0,Cooperative,40.902407,1150.0,https://www.zillow.com/homedetails/5414-Arlington-Ave-APT-J61-Bronx-NY-10471/244461049_zpid/,NY,Bronx,36005.0,98881.0
54,9.0,1467521.0,10471.0,,5435 Arlington Ave,-73.908252,3.0,SingleFamily,40.903231,2352.0,https://www.zillow.com/homedetails/5435-Arlington-Ave-Bronx-NY-10471/29854592_zpid/,NY,Bronx,36005.0,6380.0
55,,,10471.0,,5242 Arlington Ave,-73.90815,,SingleFamily,40.90086,,https://www.zillow.com/homedetails/5242-Arlington-Ave-Bronx-NY-10471/112508885_zpid/,NY,Bronx,36005.0,2000.0
56,,368866.0,10471.0,,5900 Arlington Ave APT 3P,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-3P-Bronx-NY-10471/244475966_zpid/,NY,Bronx,36005.0,234353.0
57,,368866.0,10471.0,,5900 Arlington Ave APT 15S,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-15S-Bronx-NY-10471/244475146_zpid/,NY,Bronx,36005.0,234353.0
58,,368866.0,10471.0,,5900 Arlington Ave APT 5B,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-5B-Bronx-NY-10471/244474521_zpid/,NY,Bronx,36005.0,234353.0
59,,368866.0,10471.0,,5900 Arlington Ave APT 4T,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-4T-Bronx-NY-10471/244473548_zpid/,NY,Bronx,36005.0,234353.0
60,,368866.0,10471.0,,5900 Arlington Ave APT 6U,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-6U-Bronx-NY-10471/244473248_zpid/,NY,Bronx,36005.0,234353.0
61,,368866.0,10471.0,,5900 Arlington Ave APT 11B,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-11B-Bronx-NY-10471/244471549_zpid/,NY,Bronx,36005.0,234353.0
62,,368866.0,10471.0,,5900 Arlington Ave APT 9-P,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-9-P-Bronx-NY-10471/244470936_zpid/,NY,Bronx,36005.0,234353.0
63,,368866.0,10471.0,,5900 Arlington Ave APT 5P,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-5P-Bronx-NY-10471/244470900_zpid/,NY,Bronx,36005.0,234353.0
64,,368866.0,10471.0,,5900 Arlington Ave APT 5K,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-5K-Bronx-NY-10471/244470500_zpid/,NY,Bronx,36005.0,234353.0
65,,368866.0,10471.0,,5900 Arlington Ave APT 15N,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-15N-Bronx-NY-10471/244469102_zpid/,NY,Bronx,36005.0,234353.0
66,,368866.0,10471.0,,5900 Arlington Ave APT 21X,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-21X-Bronx-NY-10471/244466947_zpid/,NY,Bronx,36005.0,234353.0
67,,,10471.0,,5655 Arlington Ave,-73.909509,,SingleFamily,40.90615,43512.0,https://www.zillow.com/homedetails/5655-Arlington-Ave-Bronx-NY-10471/112506211_zpid/,NY,Bronx,36005.0,128938.0
68,,368866.0,10471.0,,5900 Arlington Ave APT 4M,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-4M-Bronx-NY-10471/244465998_zpid/,NY,Bronx,36005.0,234353.0
69,,368698.0,10471.0,,5900 Arlington Ave APT 12M,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-12M-Bronx-NY-10471/244473845_zpid/,NY,Bronx,36005.0,234353.0
70,,368698.0,10471.0,,5900 Arlington Ave APT 1A,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-1A-Bronx-NY-10471/244471773_zpid/,NY,Bronx,36005.0,234353.0
71,,368698.0,10471.0,,5900 Arlington Ave APT 9F,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-9F-Bronx-NY-10471/244464001_zpid/,NY,Bronx,36005.0,234353.0
72,,368698.0,10471.0,,5900 Arlington Ave APT 15J,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-15J-Bronx-NY-10471/244461254_zpid/,NY,Bronx,36005.0,234353.0
73,,368698.0,10471.0,,5900 Arlington Ave APT 6F,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-6F-Bronx-NY-10471/244444867_zpid/,NY,Bronx,36005.0,234353.0
74,,368698.0,10471.0,,5900 Arlington Ave APT 10P,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-10P-Bronx-NY-10471/244444250_zpid/,NY,Bronx,36005.0,234353.0
75,,368698.0,10471.0,,5900 Arlington Ave APT 6L,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-6L-Bronx-NY-10471/244434837_zpid/,NY,Bronx,36005.0,234353.0
76,,368698.0,10471.0,,5900 Arlington Ave APT 16V,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-16V-Bronx-NY-10471/244429475_zpid/,NY,Bronx,36005.0,234353.0
77,,368698.0,10471.0,,5900 Arlington Ave APT 10S,-73.905605,,Cooperative,40.909164,407920.0,https://www.zillow.com/homedetails/5900-Arlington-Ave-APT-10S-Bronx-NY-10471/244426487_zpid/,NY,Bronx,36005.0,234353.0
78,,,10308.0,491100.0,Arthur Kill Rd,-74.15478,,SingleFamily,40.56444,1104.0,https://www.zillow.com/homedetails/Arthur-Kill-Rd-Staten-Island-NY-10308/250554767_zpid/,NY,STATEN ISLAND,36085.0,918.0
79,,,10308.0,491100.0,Arthur Kill Rd,-74.156771,,SingleFamily,40.565083,,https://www.zillow.com/homedetails/Arthur-Kill-Rd-Staten-Island-NY-10308/119609109_zpid/,NY,Staten island,36085.0,19358.0
80,,,10308.0,491100.0,Arthur Kill Rd,-74.15851,,SingleFamily,40.561863,,https://www.zillow.com/homedetails/Arthur-Kill-Rd-Staten-Island-NY-10308/112117382_zpid/,NY,Staten island,36085.0,16895.0
81,,,10308.0,491100.0,Arthur Kill Rd,-74.155149,,SingleFamily,40.564262,,https://www.zillow.com/homedetails/Arthur-Kill-Rd-Staten-Island-NY-10308/112115898_zpid/,NY,Staten island,36085.0,17764.0
82,,,10308.0,491100.0,Arthur Kill Rd,-74.156999,,SingleFamily,40.564111,,https://www.zillow.com/homedetails/Arthur-Kill-Rd-Staten-Island-NY-10308/112113882_zpid/,NY,Staten island,36085.0,204435.0
83,,,10308.0,491100.0,Arthur Kill Rd,-74.157808,,VacantResidentialLand,40.563397,5900.0,https://www.zillow.com/homedetails/Arthur-Kill-Rd-Staten-Island-NY-10308/112113155_zpid/,NY,Staten island,36085.0,1498.0
84,,,10308.0,491100.0,Arthur Kill Rd,-74.150949,,VacantResidentialLand,40.565648,,https://www.zillow.com/homedetails/Arthur-Kill-Rd-Staten-Island-NY-10308/112112944_zpid/,NY,Staten island,36085.0,1498.0
85,,,10308.0,491100.0,Arthur Kill Rd,-74.152392,,SingleFamily,40.567171,,https://www.zillow.com/homedetails/Arthur-Kill-Rd-Staten-Island-NY-10308/112117169_zpid/,NY,Staten island,36085.0,1500.0
86,,,10457.0,,E 181st St,-73.88602,,SingleFamily,40.84788,1320.0,https://www.zillow.com/homedetails/E-181st-St-Bronx-NY-10457/154064114_zpid/,NY,BRONX,36005.0,2793.0
87,,,10457.0,,E 181st St,-73.88712,1.0,MultiFamily5Plus,40.84842,,https://www.zillow.com/homedetails/E-181st-St-Bronx-NY-10457/2085284733_zpid/,NY,Bronx,,
88,,,10457.0,,E 181st St,-73.88816,2.0,MultiFamily5Plus,40.84893,,https://www.zillow.com/homedetails/E-181st-St-Bronx-NY-10457/2085241986_zpid/,NY,Bronx,,
89,,,10457.0,,E 181st St,-73.88954,1.0,MultiFamily5Plus,40.84898,,https://www.zillow.com/homedetails/E-181st-St-Bronx-NY-10457/2103158136_zpid/,NY,Bronx,,
90,,,11377.0,,58th Ln,-73.90696,,SingleFamily,40.73859,1307.0,https://www.zillow.com/homedetails/58th-Ln-Flushing-NY-11377/245352905_zpid/,NY,Flushing,36081.0,1825.0
91,,,11385.0,724700.0,6246 Forest Ave,-73.906048,2.0,MultiFamily2To4,40.712032,3480.0,https://www.zillow.com/homedetails/6246-Forest-Ave-Flushing-NY-11385/32006869_zpid/,NY,Flushing,36081.0,3976.0
92,,1294395.0,11385.0,724700.0,6248 Forest Ave,-73.905991,,Triplex,40.711975,3480.0,https://www.zillow.com/homedetails/6248-Forest-Ave-Flushing-NY-11385/32006870_zpid/,NY,Flushing,36081.0,2420.0
93,,1292084.0,11385.0,724700.0,6250 Forest Ave,-73.905945,,Triplex,40.711928,3480.0,https://www.zillow.com/homedetails/6250-Forest-Ave-Flushing-NY-11385/32006871_zpid/,NY,Flushing,36081.0,2071.0
94,,1287928.0,11385.0,724700.0,6252 Forest Ave,-73.905898,,Triplex,40.711882,3480.0,https://www.zillow.com/homedetails/6252-Forest-Ave-Flushing-NY-11385/32006872_zpid/,NY,Flushing,36081.0,1830.0
95,7.0,901345.0,11385.0,724700.0,6278 Forest Ave,-73.905567,3.0,MultiFamily2To4,40.711297,1560.0,https://www.zillow.com/homedetails/6278-Forest-Ave-Flushing-NY-11385/32006960_zpid/,NY,Flushing,36081.0,2054.0
96,,1002860.0,11385.0,724700.0,6271 Forest Ave,-73.905075,,Duplex,40.71156,2400.0,https://www.zillow.com/homedetails/6271-Forest-Ave-Flushing-NY-11385/32009276_zpid/,NY,Flushing,36081.0,2867.0
97,,,11385.0,724700.0,6265 Forest Ave,-73.905151,,SingleFamily,40.711727,2440.0,https://www.zillow.com/homedetails/6265-Forest-Ave-Flushing-NY-11385/32009278_zpid/,NY,Flushing,36081.0,7158.0
98,,,11385.0,724700.0,6249 Forest Ave,-73.905344,,VacantResidentialLand,40.712148,1628.0,https://www.zillow.com/homedetails/6249-Forest-Ave-Flushing-NY-11385/32009279_zpid/,NY,Flushing,36081.0,17540.0
99,,1473984.0,11385.0,724700.0,6269 Forest Ave,-73.905104,2.0,MultiFamily2To4,40.711624,3600.0,https://www.zillow.com/homedetails/6269-Forest-Ave-Flushing-NY-11385/32009277_zpid/,NY,Flushing,36081.0,4290.0
100,,492062.0,11385.0,724700.0,6236 Forest Ave,-73.905979,,SingleFamily,40.712272,600.0,https://www.zillow.com/homedetails/6236-Forest-Ave-Ridgewood-NY-11385/2097653611_zpid/,NY,Ridgewood,,
101,,651919.0,11385.0,724700.0,6242 Forest Ave,-73.90587,3.0,SingleFamily,40.7122,,https://www.zillow.com/homedetails/6242-Forest-Ave-Ridgewood-NY-11385/2105150442_zpid/,NY,Ridgewood,,
102,,,11385.0,724700.0,6249 Forest Ave,-73.905344,,Unknown,40.712148,,https://www.zillow.com/homedetails/6249-Forest-Ave-Ridgewood-NY-11385/2139876128_zpid/,NY,Ridgewood,,
103,,,11385.0,724700.0,Forest Ave,-73.90624,1.0,MultiFamily5Plus,40.70889,1000.0,https://www.zillow.com/homedetails/Forest-Ave-Flushing-NY-11385/2086293154_zpid/,NY,Flushing,,
104,,,11385.0,724700.0,Forest Ave,-73.901463,1.0,MultiFamily5Plus,40.703079,,https://www.zillow.com/homedetails/Forest-Ave-Ridgewood-NY-11385/2094931941_zpid/,NY,Ridgewood,,
105,,,11385.0,625800.0,Forest Ave,-73.888337,4.0,MultiFamily2To4,40.698436,3710.0,https://www.zillow.com/homedetails/Forest-Ave-Ridgewood-NY-11385/2109071308_zpid/,NY,Ridgewood,,26.0
106,7.0,684791.0,11385.0,724700.0,6242 Forest Ave # 2,-73.906107,2.0,MultiFamily2To4,40.712131,900.0,https://www.zillow.com/homedetails/6242-Forest-Ave-2-Ridgewood-NY-11385/2088094457_zpid/,NY,Ridgewood,,
107,3.0,473616.0,11385.0,724700.0,6238 Forest Ave # 2,-73.906087,1.0,MultiFamily2To4,40.712288,,https://www.zillow.com/homedetails/6238-Forest-Ave-2-Ridgewood-NY-11385/2088618863_zpid/,NY,Ridgewood,,
108,,,11385.0,724700.0,6229 Forest Ave # 2,-73.905845,2.0,Apartment,40.712818,,https://www.zillow.com/homedetails/6229-Forest-Ave-2-Ridgewood-NY-11385/2096644647_zpid/,NY,Ridgewood,,
109,,513848.0,11385.0,724700.0,6269 Forest Ave # 2TTTTT,-73.905104,,Unknown,40.711624,,https://www.zillow.com/homedetails/6269-Forest-Ave-2TTTTT-Flushing-NY-11385/2096947654_zpid/,NY,Flushing,,
110,,,11385.0,724700.0,6269 Forest Ave # 2,-73.905104,2.0,Apartment,40.711624,1200.0,https://www.zillow.com/homedetails/6269-Forest-Ave-2-Flushing-NY-11385/2097014641_zpid/,NY,Flushing,,
111,,513376.0,11385.0,724700.0,6240 Forest Ave # 2,-73.905936,,Unknown,40.712285,,https://www.zillow.com/homedetails/6240-Forest-Ave-2-Ridgewood-NY-11385/2117938195_zpid/,NY,Ridgewood,,
112,,711510.0,11385.0,724700.0,6246 Forest Ave APT 3,-73.906048,2.0,MultiFamily2To4,40.712032,1200.0,https://www.zillow.com/homedetails/6246-Forest-Ave-APT-3-Ridgewood-NY-11385/2097741532_zpid/,NY,Ridgewood,,
113,,519025.0,11385.0,724700.0,6250 Forest Ave APT 3,-73.905945,,Unknown,40.711928,,https://www.zillow.com/homedetails/6250-Forest-Ave-APT-3-Flushing-NY-11385/2087364979_zpid/,NY,Flushing,,
114,,741257.0,10309.0,,20 Tides Ln,-74.240185,,SingleFamily,40.528841,2490.0,https://www.zillow.com/homedetails/20-Tides-Ln-Staten-Island-NY-10309/79745741_zpid/,NY,Staten Island,36085.0,1520.0
115,,748967.0,10309.0,,44 Tides Ln,-74.241271,2.5,Townhouse,40.5289,2490.0,https://www.zillow.com/homedetails/44-Tides-Ln-Staten-Island-NY-10309/79741409_zpid/,NY,Staten Island,36085.0,1520.0
116,,751657.0,10309.0,,32 Tides Ln,-74.240731,,SingleFamily,40.528871,2490.0,https://www.zillow.com/homedetails/32-Tides-Ln-Staten-Island-NY-10309/79733205_zpid/,NY,Staten Island,36085.0,1520.0
