,Borough,Neighborhood,Venue_Category,Total_Count
0,BRONX,Wakefield,Caribbean,12
1,BRONX,Wakefield,Chinese,5
2,BRONX,Wakefield,American,2
3,BRONX,Wakefield,Asian,2
4,BRONX,Wakefield,Latin American,2
5,BRONX,Co-op City,Chinese,7
6,BRONX,Co-op City,Caribbean,4
7,BRONX,Co-op City,American,2
8,BRONX,Co-op City,Asian,2
9,BRONX,Co-op City,Lounge,2
10,BRONX,Eastchester,Chinese,6
11,BRONX,Eastchester,Caribbean,4
12,BRONX,Eastchester,American,1
13,BRONX,Eastchester,Asian,1
14,BRONX,Eastchester,Diner,1
15,BRONX,Fieldston,Chinese,11
16,BRONX,Fieldston,Pizza,6
17,BRONX,Fieldston,Diner,3
18,BRONX,Fieldston,Latin American,3
19,BRONX,Fieldston,Japanese,2
20,BRONX,Riverdale,Chinese,12
21,BRONX,Riverdale,Pizza,6
22,BRONX,Riverdale,Latin American,3
23,BRONX,Riverdale,Diner,3
24,BRONX,Riverdale,Deli / Bodega,2
25,BRONX,Kingsbridge,Chinese,14
26,BRONX,Kingsbridge,Diner,5
27,BRONX,Kingsbridge,Spanish,5
28,BRONX,Kingsbridge,Mexican,4
29,BRONX,Kingsbridge,Latin American,3
30,MANHATTAN,Marble Hill,Chinese,14
31,MANHATTAN,Marble Hill,Diner,7
32,MANHATTAN,Marble Hill,Spanish,6
33,MANHATTAN,Marble Hill,Caribbean,3
34,MANHATTAN,Marble Hill,Latin American,3
35,BRONX,Woodlawn,Caribbean,6
36,BRONX,Woodlawn,Chinese,5
37,BRONX,Woodlawn,American,2
38,BRONX,Woodlawn,Bar,2
39,BRONX,Woodlawn,Indian,2
40,BRONX,Norwood,Chinese,12
41,BRONX,Norwood,Mexican,5
42,BRONX,Norwood,Caribbean,4
43,BRONX,Norwood,Pizza,3
44,BRONX,Norwood,Spanish,3
45,BRONX,Williamsbridge,Caribbean,11
46,BRONX,Williamsbridge,Chinese,4
47,BRONX,Williamsbridge,American,2
48,BRONX,Williamsbridge,Bakery,2
49,BRONX,Williamsbridge,Latin American,2
50,BRONX,Baychester,Chinese,6
51,BRONX,Baychester,Pizza,4
52,BRONX,Baychester,Caribbean,3
53,BRONX,Baychester,Italian,2
54,BRONX,Baychester,Lounge,2
55,BRONX,Pelham Parkway,Chinese,8
56,BRONX,Pelham Parkway,Pizza,5
57,BRONX,Pelham Parkway,Mexican,4
58,BRONX,Pelham Parkway,Spanish,3
59,BRONX,Pelham Parkway,American,2
60,BRONX,City Island,Seafood,9
61,BRONX,City Island,Chinese,1
62,BRONX,City Island,Italian,1
63,BRONX,Bedford Park,Chinese,14
64,BRONX,Bedford Park,Mexican,6
65,BRONX,Bedford Park,Caribbean,5
66,BRONX,Bedford Park,Spanish,5
67,BRONX,Bedford Park,Diner,4
68,BRONX,University Heights,Chinese,11
69,BRONX,University Heights,Spanish,6
70,BRONX,University Heights,Latin American,5
71,BRONX,University Heights,Caribbean,4
72,BRONX,University Heights,Mexican,4
73,BRONX,Morris Heights,Chinese,12
74,BRONX,Morris Heights,Latin American,7
75,BRONX,Morris Heights,Spanish,6
76,BRONX,Morris Heights,Seafood,3
77,BRONX,Morris Heights,Caribbean,2
78,BRONX,Fordham,Chinese,12
79,BRONX,Fordham,Italian,7
80,BRONX,Fordham,Spanish,6
81,BRONX,Fordham,Caribbean,4
82,BRONX,Fordham,Diner,3
83,BRONX,East Tremont,Chinese,7
84,BRONX,East Tremont,Italian,5
85,BRONX,East Tremont,Pizza,5
86,BRONX,East Tremont,Spanish,5
87,BRONX,East Tremont,Caribbean,3
88,BRONX,West Farms,Chinese,9
89,BRONX,West Farms,Spanish,6
90,BRONX,West Farms,Caribbean,5
91,BRONX,West Farms,Italian,3
92,BRONX,West Farms,Mexican,3
93,BRONX,High  Bridge,Chinese,12
94,BRONX,High  Bridge,Latin American,5
95,BRONX,High  Bridge,Caribbean,4
96,BRONX,High  Bridge,Mexican,3
97,BRONX,High  Bridge,Spanish,3
98,BRONX,Melrose,Chinese,9
99,BRONX,Melrose,Spanish,5
100,BRONX,Melrose,Pizza,4
101,BRONX,Melrose,Mexican,4
102,BRONX,Melrose,American,3
103,BRONX,Mott Haven,Chinese,7
104,BRONX,Mott Haven,Pizza,7
105,BRONX,Mott Haven,Mexican,6
106,BRONX,Mott Haven,Spanish,5
107,BRONX,Mott Haven,Latin American,3
108,BRONX,Port Morris,Chinese,8
109,BRONX,Port Morris,Mexican,6
110,BRONX,Port Morris,Pizza,6
111,BRONX,Port Morris,Spanish,6
112,BRONX,Port Morris,Caribbean,2
113,BRONX,Longwood,Chinese,8
114,BRONX,Longwood,Latin American,5
115,BRONX,Longwood,Spanish,4
116,BRONX,Longwood,Mexican,3
117,BRONX,Longwood,Pizza,3
118,BRONX,Hunts Point,Chinese,5
119,BRONX,Hunts Point,Latin American,4
120,BRONX,Hunts Point,Spanish,4
121,BRONX,Hunts Point,Diner,2
122,BRONX,Hunts Point,Pizza,2
123,BRONX,Morrisania,Chinese,10
124,BRONX,Morrisania,Spanish,5
125,BRONX,Morrisania,Mexican,4
126,BRONX,Morrisania,African,3
127,BRONX,Morrisania,Latin American,3
128,BRONX,Soundview,Chinese,13
129,BRONX,Soundview,Spanish,5
130,BRONX,Soundview,Latin American,4
131,BRONX,Soundview,Mexican,3
132,BRONX,Soundview,Caribbean,2
133,BRONX,Clason Point,Spanish,2
134,BRONX,Clason Point,Asian,1
135,BRONX,Clason Point,Chinese,1
136,BRONX,Throgs Neck,Italian,4
137,BRONX,Throgs Neck,Chinese,3
138,BRONX,Throgs Neck,Pizza,3
139,BRONX,Throgs Neck,Asian,2
140,BRONX,Throgs Neck,Bar,1
141,BRONX,Country Club,Chinese,12
142,BRONX,Country Club,Latin American,4
143,BRONX,Country Club,Italian,3
144,BRONX,Country Club,Mexican,3
145,BRONX,Country Club,Bar,2
146,BRONX,Parkchester,Chinese,10
147,BRONX,Parkchester,Caribbean,3
148,BRONX,Parkchester,Latin American,3
149,BRONX,Parkchester,Pizza,3
150,BRONX,Parkchester,Asian,2
151,BRONX,Westchester Square,Chinese,13
152,BRONX,Westchester Square,Italian,3
153,BRONX,Westchester Square,Latin American,3
154,BRONX,Westchester Square,Pizza,3
155,BRONX,Westchester Square,Caribbean,2
156,BRONX,Van Nest,Chinese,12
157,BRONX,Van Nest,Spanish,5
158,BRONX,Van Nest,Caribbean,3
159,BRONX,Van Nest,Latin American,3
160,BRONX,Van Nest,Mexican,3
161,BRONX,Morris Park,Chinese,9
162,BRONX,Morris Park,Pizza,5
163,BRONX,Morris Park,Italian,3
164,BRONX,Morris Park,Latin American,3
165,BRONX,Morris Park,Caribbean,2
166,BRONX,Belmont,Chinese,8
167,BRONX,Belmont,Italian,7
168,BRONX,Belmont,Spanish,6
169,BRONX,Belmont,Caribbean,4
170,BRONX,Belmont,Mexican,3
171,BRONX,Spuyten Duyvil,Chinese,12
172,BRONX,Spuyten Duyvil,Seafood,4
173,BRONX,Spuyten Duyvil,Spanish,4
174,BRONX,Spuyten Duyvil,Diner,3
175,BRONX,Spuyten Duyvil,Latin American,3
176,BRONX,North Riverdale,Chinese,6
177,BRONX,North Riverdale,Mexican,5
178,BRONX,North Riverdale,Spanish,3
179,BRONX,North Riverdale,Caribbean,2
180,BRONX,North Riverdale,American,1
181,BRONX,Pelham Bay,Chinese,12
182,BRONX,Pelham Bay,Pizza,4
183,BRONX,Pelham Bay,Italian,3
184,BRONX,Pelham Bay,Latin American,2
185,BRONX,Pelham Bay,Mexican,2
186,BRONX,Schuylerville,Chinese,8
187,BRONX,Schuylerville,Italian,3
188,BRONX,Schuylerville,Latin American,3
189,BRONX,Schuylerville,Pizza,3
190,BRONX,Schuylerville,Asian,2
191,BRONX,Edgewater Park,Chinese,5
192,BRONX,Edgewater Park,Italian,4
193,BRONX,Edgewater Park,Pizza,4
194,BRONX,Edgewater Park,Latin American,3
195,BRONX,Edgewater Park,Asian,2
196,BRONX,Castle Hill,Chinese,13
197,BRONX,Castle Hill,Spanish,4
198,BRONX,Castle Hill,Pizza,3
199,BRONX,Castle Hill,Caribbean,2
200,BRONX,Castle Hill,Indian,2
201,BRONX,Olinville,Caribbean,9
202,BRONX,Olinville,Chinese,6
203,BRONX,Olinville,Spanish,5
204,BRONX,Olinville,Mexican,4
205,BRONX,Olinville,American,3
206,BRONX,Pelham Gardens,Chinese,9
207,BRONX,Pelham Gardens,Pizza,7
208,BRONX,Pelham Gardens,Spanish,4
209,BRONX,Pelham Gardens,Caribbean,3
210,BRONX,Pelham Gardens,Italian,3
211,BRONX,Concourse,Chinese,14
212,BRONX,Concourse,Latin American,5
213,BRONX,Concourse,Spanish,4
214,BRONX,Concourse,Mexican,3
215,BRONX,Concourse,African,2
216,BRONX,Unionport,Chinese,12
217,BRONX,Unionport,Spanish,4
218,BRONX,Unionport,Caribbean,3
219,BRONX,Unionport,Latin American,3
220,BRONX,Unionport,Diner,2
221,BRONX,Edenwald,Caribbean,11
222,BRONX,Edenwald,Chinese,7
223,BRONX,Edenwald,Spanish,3
224,BRONX,Edenwald,Latin American,2
225,BRONX,Edenwald,Seafood,2
226,BROOKLYN,Bay Ridge,Middle Eastern,5
227,BROOKLYN,Bay Ridge,Chinese,4
228,BROOKLYN,Bay Ridge,Diner,4
229,BROOKLYN,Bay Ridge,Italian,4
230,BROOKLYN,Bay Ridge,Mexican,2
231,BROOKLYN,Bensonhurst,Chinese,20
232,BROOKLYN,Bensonhurst,Japanese,4
233,BROOKLYN,Bensonhurst,Cantonese,3
234,BROOKLYN,Bensonhurst,Diner,3
235,BROOKLYN,Bensonhurst,Pizza,2
236,BROOKLYN,Sunset Park,Chinese,14
237,BROOKLYN,Sunset Park,Mexican,6
238,BROOKLYN,Sunset Park,Latin American,4
239,BROOKLYN,Sunset Park,Spanish,3
240,BROOKLYN,Sunset Park,Pizza,2
241,BROOKLYN,Greenpoint,Italian,5
242,BROOKLYN,Greenpoint,Chinese,5
243,BROOKLYN,Greenpoint,Pizza,3
244,BROOKLYN,Greenpoint,Polish,3
245,BROOKLYN,Greenpoint,Thai,3
246,BROOKLYN,Gravesend,Chinese,10
247,BROOKLYN,Gravesend,Pizza,4
248,BROOKLYN,Gravesend,Italian,3
249,BROOKLYN,Gravesend,Turkish,2
250,BROOKLYN,Gravesend,Sushi,2
251,BROOKLYN,Brighton Beach,American,4
252,BROOKLYN,Brighton Beach,Russian,3
253,BROOKLYN,Brighton Beach,Eastern European,2
254,BROOKLYN,Brighton Beach,Sushi,2
255,BROOKLYN,Brighton Beach,Sandwiches,2
256,BROOKLYN,Sheepshead Bay,Chinese,7
257,BROOKLYN,Sheepshead Bay,American,3
258,BROOKLYN,Sheepshead Bay,Bar,3
259,BROOKLYN,Sheepshead Bay,Pizza,3
260,BROOKLYN,Sheepshead Bay,Mediterranean,3
261,BROOKLYN,Manhattan Terrace,Chinese,7
262,BROOKLYN,Manhattan Terrace,Sushi,4
263,BROOKLYN,Manhattan Terrace,Asian,3
264,BROOKLYN,Manhattan Terrace,Pizza,3
265,BROOKLYN,Manhattan Terrace,American,2
266,BROOKLYN,Flatbush,Caribbean,14
267,BROOKLYN,Flatbush,Chinese,11
268,BROOKLYN,Flatbush,Indian,4
269,BROOKLYN,Flatbush,Diner,3
270,BROOKLYN,Flatbush,Japanese,2
271,BROOKLYN,Crown Heights,Caribbean,14
272,BROOKLYN,Crown Heights,Chinese,6
273,BROOKLYN,Crown Heights,Asian,4
274,BROOKLYN,Crown Heights,American,3
275,BROOKLYN,Crown Heights,Sandwiches,2
276,BROOKLYN,East Flatbush,Caribbean,22
277,BROOKLYN,East Flatbush,Chinese,9
278,BROOKLYN,East Flatbush,Bakery,2
279,BROOKLYN,East Flatbush,Asian,1
280,BROOKLYN,East Flatbush,Bar,1
281,BROOKLYN,Kensington,Chinese,6
282,BROOKLYN,Kensington,Pizza,6
283,BROOKLYN,Kensington,Mexican,5
284,BROOKLYN,Kensington,Diner,5
285,BROOKLYN,Kensington,Indian,3
286,BROOKLYN,Windsor Terrace,Mexican,6
287,BROOKLYN,Windsor Terrace,Latin American,4
288,BROOKLYN,Windsor Terrace,Pizza,4
289,BROOKLYN,Windsor Terrace,Caribbean,3
290,BROOKLYN,Windsor Terrace,Chinese,3
291,BROOKLYN,Prospect Heights,Chinese,11
292,BROOKLYN,Prospect Heights,Caribbean,5
293,BROOKLYN,Prospect Heights,Diner,4
294,BROOKLYN,Prospect Heights,Pizza,3
295,BROOKLYN,Prospect Heights,African,2
296,BROOKLYN,Brownsville,Chinese,12
297,BROOKLYN,Brownsville,Caribbean,10
298,BROOKLYN,Brownsville,Asian,2
299,BROOKLYN,Brownsville,Bakery,2
300,BROOKLYN,Brownsville,Breakfast,2
301,BROOKLYN,Williamsburg,Latin American,9
302,BROOKLYN,Williamsburg,Mexican,4
303,BROOKLYN,Williamsburg,Italian,4
304,BROOKLYN,Williamsburg,Pizza,4
305,BROOKLYN,Williamsburg,Chinese,2
306,BROOKLYN,Bushwick,Chinese,14
307,BROOKLYN,Bushwick,Mexican,5
308,BROOKLYN,Bushwick,Spanish,5
309,BROOKLYN,Bushwick,Latin American,4
310,BROOKLYN,Bushwick,Caribbean,3
311,BROOKLYN,Bedford Stuyvesant,Caribbean,11
312,BROOKLYN,Bedford Stuyvesant,Chinese,11
313,BROOKLYN,Bedford Stuyvesant,American,3
314,BROOKLYN,Bedford Stuyvesant,Mexican,3
315,BROOKLYN,Bedford Stuyvesant,Spanish,3
316,BROOKLYN,Brooklyn Heights,Diner,4
317,BROOKLYN,Brooklyn Heights,Indian,3
318,BROOKLYN,Brooklyn Heights,Chinese,3
319,BROOKLYN,Brooklyn Heights,Pizza,3
320,BROOKLYN,Brooklyn Heights,Bar,2
321,BROOKLYN,Cobble Hill,Indian,4
322,BROOKLYN,Cobble Hill,Italian,4
323,BROOKLYN,Cobble Hill,Diner,3
324,BROOKLYN,Cobble Hill,Pizza,3
325,BROOKLYN,Cobble Hill,Middle Eastern,3
326,BROOKLYN,Carroll Gardens,Italian,5
327,BROOKLYN,Carroll Gardens,Pizza,4
328,BROOKLYN,Carroll Gardens,Middle Eastern,4
329,BROOKLYN,Carroll Gardens,Indian,3
330,BROOKLYN,Carroll Gardens,American,2
331,BROOKLYN,Red Hook,Italian,4
332,BROOKLYN,Red Hook,Chinese,3
333,BROOKLYN,Red Hook,Mexican,3
334,BROOKLYN,Red Hook,American,2
335,BROOKLYN,Red Hook,Arcade,1
336,BROOKLYN,Gowanus,Italian,6
337,BROOKLYN,Gowanus,Pizza,5
338,BROOKLYN,Gowanus,Mexican,4
339,BROOKLYN,Gowanus,American,3
340,BROOKLYN,Gowanus,Latin American,3
341,BROOKLYN,Fort Greene,Chinese,5
342,BROOKLYN,Fort Greene,Pizza,5
343,BROOKLYN,Fort Greene,Mexican,4
344,BROOKLYN,Fort Greene,Thai,3
345,BROOKLYN,Fort Greene,Diner,3
346,BROOKLYN,Park Slope,Pizza,6
347,BROOKLYN,Park Slope,Chinese,5
348,BROOKLYN,Park Slope,Mexican,5
349,BROOKLYN,Park Slope,Diner,4
350,BROOKLYN,Park Slope,Thai,4
351,BROOKLYN,Cypress Hills,Chinese,8
352,BROOKLYN,Cypress Hills,Latin American,8
353,BROOKLYN,Cypress Hills,Spanish,6
354,BROOKLYN,Cypress Hills,Caribbean,5
355,BROOKLYN,Cypress Hills,Pizza,5
356,BROOKLYN,East New York,Chinese,12
357,BROOKLYN,East New York,Caribbean,6
358,BROOKLYN,East New York,Latin American,6
359,BROOKLYN,East New York,Spanish,4
360,BROOKLYN,East New York,Asian,2
361,BROOKLYN,Starrett City,Chinese,7
362,BROOKLYN,Starrett City,Caribbean,3
363,BROOKLYN,Starrett City,Latin American,2
364,BROOKLYN,Starrett City,Spanish,2
365,BROOKLYN,Starrett City,Asian,1
366,BROOKLYN,Canarsie,Caribbean,10
367,BROOKLYN,Canarsie,Chinese,9
368,BROOKLYN,Canarsie,Breakfast,2
369,BROOKLYN,Canarsie,Sandwiches,2
370,BROOKLYN,Canarsie,Fast Food,1
371,BROOKLYN,Flatlands,Caribbean,13
372,BROOKLYN,Flatlands,Chinese,9
373,BROOKLYN,Flatlands,Italian,4
374,BROOKLYN,Flatlands,Pizza,2
375,BROOKLYN,Flatlands,African,1
376,BROOKLYN,Mill Island,Chinese,2
377,BROOKLYN,Mill Island,Italian,2
378,BROOKLYN,Mill Island,Asian,1
379,BROOKLYN,Mill Island,Breakfast,1
380,BROOKLYN,Mill Island,Donuts,1
381,BROOKLYN,Manhattan Beach,Chinese,4
382,BROOKLYN,Manhattan Beach,Sandwiches,4
383,BROOKLYN,Manhattan Beach,Pizza,3
384,BROOKLYN,Manhattan Beach,Eastern European,3
385,BROOKLYN,Manhattan Beach,Italian,3
386,BROOKLYN,Coney Island,Pizza,5
387,BROOKLYN,Coney Island,Chinese,3
388,BROOKLYN,Coney Island,American,2
389,BROOKLYN,Coney Island,Asian,1
390,BROOKLYN,Coney Island,Breakfast,1
391,BROOKLYN,Bath Beach,Chinese,16
392,BROOKLYN,Bath Beach,Cantonese,4
393,BROOKLYN,Bath Beach,Pizza,4
394,BROOKLYN,Bath Beach,Japanese,3
395,BROOKLYN,Bath Beach,Eastern European,2
