,Name,Borough,Latitude,Longitude,Manhattan_drive_time,Manhattan_subway_time,JFK_airport_drive_time
261,Remsen Village,BROOKLYN,40.65211745179353,-73.91665331978055,46.166666666666664,55.65,25.45
262,New Lots,BROOKLYN,40.66274427969663,-73.885117763793,40.31666666666667,51.516666666666666,18.85
263,Paerdegat Basin,BROOKLYN,40.63131755039671,-73.90233474295843,45.45,73.38333333333334,19.15
264,Mill Basin,BROOKLYN,40.615974239623405,-73.9151539155041,49.95,66.46666666666667,23.6
265,Jamaica Hills,QUEENS,40.71145964370486,-73.796464620816,30.85,48.55,19.6
266,Utopia,QUEENS,40.7335002542976,-73.79671678028357,29.166666666666668,70.36666666666666,23.116666666666667
267,Pomonok,QUEENS,40.73493618075482,-73.80486120040544,27.066666666666666,61.36666666666667,21.783333333333335
268,Astoria Heights,QUEENS,40.770317392998244,-73.89467996270581,23.25,113.45,24.383333333333333
269,Claremont Village,BRONX,40.83142834161551,-73.90119903387674,33.93333333333333,49.95,33.53333333333333
270,Concourse Village,BRONX,40.82478049084294,-73.91584652759016,33.03333333333333,46.68333333333333,35.583333333333336
271,Mount Eden,BRONX,40.843826176716576,-73.91655551964426,30.233333333333334,50.03333333333333,31.583333333333332
272,Mount Hope,BRONX,40.84884160724669,-73.90829930881995,31.766666666666666,40.81666666666667,34.416666666666664
273,Sutton Place,MANHATTAN,40.76028033131378,-73.9635561409431,18.733333333333334,20.633333333333333,32.45
274,Hunters Point,QUEENS,40.74341409007358,-73.95386782130753,15.3,25.133333333333333,26.083333333333332
275,Turtle Bay,MANHATTAN,40.75204236950726,-73.96770824581843,13.766666666666667,21.766666666666666,30.216666666666665
276,Tudor City,MANHATTAN,40.74691741074023,-73.97121928722272,12.083333333333334,23.65,28.6
277,Stuyvesant Town,MANHATTAN,40.73099955477065,-73.9740517046921,15.083333333333334,17.983333333333334,33.5
278,Flatiron,MANHATTAN,40.73967304763847,-73.99094710528267,6.583333333333333,11.216666666666667,36.983333333333334
279,Sunnyside Gardens,QUEENS,40.745651806080794,-73.9181928643169,23.433333333333334,20.85,29.683333333333334
280,Blissville,QUEENS,40.73725071694501,-73.93244235260185,14.133333333333333,27.116666666666667,31.633333333333333
281,Fulton Ferry,BROOKLYN,40.70328109093018,-73.99550751888422,25.566666666666666,27.533333333333335,35.85
282,Vinegar Hill,BROOKLYN,40.703321498828785,-73.981116035924,25.3,44.31666666666667,34.46666666666667
283,Weeksville,BROOKLYN,40.67503986503241,-73.93053108817347,40.43333333333333,44.71666666666667,29.983333333333334
284,Broadway Junction,BROOKLYN,40.67786104769535,-73.90331684852606,35.21666666666667,39.21666666666667,24.45
285,Dumbo,BROOKLYN,40.70317632822696,-73.98875280745047,24.5,27.133333333333333,34.9
286,Manor Heights,STATEN ISLAND,40.60180957631448,-74.12059399718008,40.75,76.7,37.083333333333336
287,Willowbrook,STATEN ISLAND,40.60370692627375,-74.13208447484305,38.9,78.28333333333333,35.9
288,Sandy Ground,STATEN ISLAND,40.5411399220918,-74.21776636068574,41.766666666666666,87.96666666666667,45.13333333333333
289,Egbertville,STATEN ISLAND,40.579118742961256,-74.12727240604953,45.25,106.61666666666666,41.88333333333333
290,Roxbury,QUEENS,40.567375889570364,-73.89213760232829,50.81666666666667,119.31666666666666,24.516666666666666
291,Homecrest,BROOKLYN,40.59852509513729,-73.9591845942871,46.583333333333336,44.65,28.25
292,Middle Village,QUEENS,40.71641451115823,-73.8811431920061,25.283333333333335,64.43333333333334,25.916666666666668
293,Prince's Bay,STATEN ISLAND,40.526264067348166,-74.20152556457666,45.35,89.08333333333333,48.71666666666667
294,Lighthouse Hill,STATEN ISLAND,40.576506293794935,-74.13792663771576,46.6,76.1,43.13333333333333
295,Richmond Valley,STATEN ISLAND,40.519541457489126,-74.22957080626948,46.166666666666664,90.83333333333333,49.53333333333333
296,Malba,QUEENS,40.790601556701525,-73.8266775713865,28.4,63.5,22.05
297,Highland Park,BROOKLYN,40.68248551101694,-73.8902809854761,33.9,51.416666666666664,21.0
298,Madison,BROOKLYN,40.609377701137696,-73.948415153289,48.166666666666664,49.05,28.616666666666667
